Q0,Q1,Q2,Q3,Timestamp
0.132583,-0.366836,0.220295,-0.336877,2025-07-20T07:00:00
0.592568,-0.778553,0.591265,-0.871455,2025-07-20T08:00:00
-0.92119,0.294092,0.563236,-0.040585,2025-07-20T09:00:00
0.311156,0.331788,-0.232052,-0.364134,2025-07-20T10:00:00
0.667041,0.134464,-0.574463,0.290515,2025-07-20T11:00:00
-0.887568,-0.724765,0.239816,0.547043,2025-07-20T12:00:00
-0.831612,0.895006,-0.329691,-0.966821,2025-07-20T13:00:00
-0.134071,-0.336493,0.459961,0.787327,2025-07-20T14:00:00
0.197751,-0.433108,0.29447,-0.065379,2025-07-20T15:00:00
0.241553,-0.596619,0.893471,0.875981,2025-07-20T16:00:00
-0.470273,-0.625515,0.094623,-0.235974,2025-07-20T17:00:00
-0.415567,-0.49708,-0.326188,0.881456,2025-07-20T18:00:00
-0.561632,0.684329,-0.207811,-0.738173,2025-07-20T19:00:00
0.331885,0.719386,0.750267,0.591364,2025-07-20T20:00:00
0.268644,0.021435,-0.386277,-0.65258,2025-07-20T21:00:00
0.861145,0.16621,0.403783,0.210141,2025-07-20T22:00:00
0.326325,-0.021233,-0.024249,-0.717305,2025-07-20T23:00:00
-0.678649,0.497269,-0.373646,0.506997,2025-07-21T00:00:00
-0.677335,-0.829233,0.227676,0.691335,2025-07-21T01:00:00
-0.281168,-0.480232,0.766097,-0.599438,2025-07-21T02:00:00
-0.068476,-0.226788,-0.61514,-0.66933,2025-07-21T03:00:00
0.462281,0.900415,0.205125,-0.496374,2025-07-21T04:00:00
0.546616,0.032539,-0.203288,-0.269614,2025-07-21T05:00:00
-0.771479,-0.112398,0.32638,0.691339,2025-07-21T06:00:00
-0.441255,0.209334,0.537305,-0.579226,2025-07-21T07:00:00
0.456996,-0.15042,-0.955873,0.265821,2025-07-21T08:00:00
-0.394655,-0.938516,-0.812444,0.739053,2025-07-21T09:00:00
-0.436861,-0.432016,0.759635,-0.720663,2025-07-21T10:00:00
0.582717,-0.939056,0.643501,-0.787277,2025-07-21T11:00:00
0.001408,-0.291945,0.502584,0.976599,2025-07-21T12:00:00
-0.463933,0.411815,0.860404,0.92789,2025-07-21T13:00:00
0.452229,0.566061,0.583238,0.189767,2025-07-21T14:00:00
0.924643,0.648069,-0.632961,0.711759,2025-07-21T15:00:00
-0.851981,0.774534,-0.385442,-0.626219,2025-07-21T16:00:00
0.262658,0.373746,0.005047,-0.84067,2025-07-21T17:00:00
-0.188334,0.523778,-0.285317,0.665721,2025-07-21T18:00:00
0.139326,-0.876903,-0.827391,0.652975,2025-07-21T19:00:00
-0.587485,-0.89922,0.642199,0.308396,2025-07-21T20:00:00
-0.2367,-0.663005,-0.919849,0.963584,2025-07-21T21:00:00
-0.054009,-0.325349,-0.5112,-0.935071,2025-07-21T22:00:00
-0.85163,-0.535862,0.461432,-0.895768,2025-07-21T23:00:00
