Q0,Q1,Q2,Q3,Timestamp
-0.225859,-0.339874,0.243314,-0.445274,2025-07-16T15:00:00
0.2506,0.854859,-0.809247,-0.006694,2025-07-16T16:00:00
-0.533004,0.343827,0.780892,0.904305,2025-07-16T17:00:00
0.193515,0.369231,0.491358,-0.466011,2025-07-16T18:00:00
-0.411522,-0.296479,0.911396,-0.583068,2025-07-16T19:00:00
0.45188,-0.770946,-0.89846,0.878917,2025-07-16T20:00:00
-0.608079,-0.925067,-0.506394,-0.276187,2025-07-16T21:00:00
-0.40076,-0.897466,0.638346,0.15449,2025-07-16T22:00:00
-0.00472,0.508601,-0.612974,-0.167213,2025-07-16T23:00:00
0.605608,-0.712396,-0.652105,0.129727,2025-07-17T00:00:00
-0.432555,0.685915,-0.467437,0.874849,2025-07-17T01:00:00
-0.124007,-0.125382,0.452104,-0.21273,2025-07-17T02:00:00
-0.358497,-0.199075,-0.550149,0.55383,2025-07-17T03:00:00
-0.210519,0.686885,-0.168156,0.542563,2025-07-17T04:00:00
-0.606643,-0.894918,0.420638,0.54483,2025-07-17T05:00:00
0.485975,0.159739,0.356957,0.139429,2025-07-17T06:00:00
-0.175312,-0.220655,0.217655,-0.297556,2025-07-17T07:00:00
0.633967,-0.092248,-0.37343,-0.868085,2025-07-17T08:00:00
-0.293053,-0.397829,-0.468876,0.682141,2025-07-17T09:00:00
0.61575,-0.641876,-0.265688,-0.770431,2025-07-17T10:00:00
0.811856,0.220729,-0.112036,0.161663,2025-07-17T11:00:00
-0.238034,-0.655213,0.08702,-0.062596,2025-07-17T12:00:00
-0.076918,0.299444,-0.281769,0.375995,2025-07-17T13:00:00
0.977809,-0.679666,0.009659,0.680536,2025-07-17T14:00:00
0.545891,0.468504,-0.13028,-0.060508,2025-07-17T15:00:00
0.729353,0.461442,-0.802608,-0.2331,2025-07-17T16:00:00
-0.496409,0.166496,0.382828,0.077039,2025-07-17T17:00:00
-0.371438,-0.882894,0.201491,-0.872436,2025-07-17T18:00:00
0.61268,-0.181688,-0.893484,-0.518217,2025-07-17T19:00:00
-0.50308,0.945182,-0.095021,-0.12343,2025-07-17T20:00:00
-0.747338,-0.762234,0.03647,-0.812645,2025-07-17T21:00:00
0.524754,0.788837,-0.691935,0.112548,2025-07-17T22:00:00
0.891289,0.357629,-0.197226,-0.996034,2025-07-17T23:00:00
0.689343,0.533689,0.821333,-0.293226,2025-07-18T00:00:00
-0.719531,0.384061,0.501391,-0.481324,2025-07-18T01:00:00
-0.001783,0.646164,0.154035,0.70712,2025-07-18T02:00:00
0.434993,0.176705,-0.28868,-0.863643,2025-07-18T03:00:00
0.868114,-0.198787,-0.301428,-0.527795,2025-07-18T04:00:00
0.087184,0.662212,0.785515,-0.991329,2025-07-18T05:00:00
0.922571,0.025413,-0.408309,-0.607803,2025-07-18T06:00:00
-0.437354,0.411078,-0.70952,-0.078244,2025-07-18T07:00:00
-0.674769,0.443563,-0.626384,0.282259,2025-07-18T08:00:00
0.42413,-0.528146,-0.195763,0.892924,2025-07-18T09:00:00
0.182789,-0.688525,0.998762,0.524056,2025-07-18T10:00:00
0.096473,0.465254,-0.158118,-0.725657,2025-07-18T11:00:00
-0.409138,-0.446273,0.439896,0.195254,2025-07-18T12:00:00
0.143566,0.874739,-0.964682,0.310654,2025-07-18T13:00:00
-0.549191,0.534431,-0.961371,0.489771,2025-07-18T14:00:00
0.42439,0.692234,0.444047,-0.874388,2025-07-18T15:00:00
0.084967,0.119679,0.879437,-0.500326,2025-07-18T16:00:00
0.298641,0.285476,-0.484943,0.389476,2025-07-18T17:00:00
0.437815,-0.288917,-0.445627,0.929947,2025-07-18T18:00:00
-0.288414,-0.217552,0.762849,-0.79614,2025-07-18T19:00:00
0.375882,0.208189,-0.564108,0.820017,2025-07-18T20:00:00
-0.148999,0.115336,0.8367,0.804312,2025-07-18T21:00:00
-0.548446,0.39191,-0.410599,-0.599305,2025-07-18T22:00:00
0.464788,0.229276,-0.527749,-0.626993,2025-07-18T23:00:00
-0.101038,0.898264,0.159481,0.724891,2025-07-19T00:00:00
-0.738938,0.250493,0.273596,0.507487,2025-07-19T01:00:00
0.453091,-0.095032,-0.204449,-0.301573,2025-07-19T02:00:00
0.10919,-0.238892,-0.177602,0.880159,2025-07-19T03:00:00
0.834338,-0.60499,0.150792,0.594224,2025-07-19T04:00:00
-0.284974,0.598033,0.785746,0.637428,2025-07-19T05:00:00
0.07327,-0.609275,0.821295,0.680346,2025-07-19T06:00:00
0.526314,-0.862848,0.746464,-0.368236,2025-07-19T07:00:00
0.463605,0.279071,0.921931,-0.373953,2025-07-19T08:00:00
0.46168,0.680985,-0.861116,-0.79565,2025-07-19T09:00:00
-0.447636,-0.347128,-0.864072,-0.816607,2025-07-19T10:00:00
0.511773,0.457608,-0.694582,0.238457,2025-07-19T11:00:00
0.057202,0.942627,0.898243,-0.400314,2025-07-19T12:00:00
-0.912933,-0.868507,0.251712,-0.732951,2025-07-19T13:00:00
-0.221989,-0.669306,0.754883,0.309815,2025-07-19T14:00:00
0.770117,-0.695978,-0.704323,-0.405194,2025-07-19T15:00:00
0.033901,0.702671,0.550942,-0.356043,2025-07-19T16:00:00
0.940413,-0.520757,-0.379657,-0.253947,2025-07-19T17:00:00
-0.408738,-0.15952,0.364949,0.851384,2025-07-19T18:00:00
0.420688,0.181828,0.335327,-0.372758,2025-07-19T19:00:00
0.030628,0.379453,-0.48982,-0.713589,2025-07-19T20:00:00
-0.096559,0.643212,-0.2691,0.254464,2025-07-19T21:00:00
-0.887779,-0.703351,-0.322438,0.867313,2025-07-19T22:00:00
-0.162472,0.907425,0.648598,-0.681148,2025-07-19T23:00:00
0.323292,-0.873497,-0.142359,-0.128228,2025-07-20T00:00:00
-0.366284,0.263628,-0.32923,-0.839572,2025-07-20T01:00:00
-0.369602,-0.189374,-0.710359,0.010969,2025-07-20T02:00:00
-0.820258,-0.825169,0.191799,-0.911917,2025-07-20T03:00:00
-0.29911,-0.486885,-0.247429,-0.313406,2025-07-20T04:00:00
0.033602,0.300799,0.354274,-0.662527,2025-07-20T05:00:00
-0.851017,0.81877,-0.128148,-0.371747,2025-07-20T06:00:00
-0.064865,0.831876,0.329382,0.564304,2025-07-20T07:00:00
0.411587,0.568698,0.699635,0.488414,2025-07-20T08:00:00
-0.091549,0.192432,0.624171,-0.204951,2025-07-20T09:00:00
0.423609,-0.46551,-0.215077,0.682162,2025-07-20T10:00:00
0.347287,0.90601,-0.98096,0.323318,2025-07-20T11:00:00
0.014181,0.001429,0.682009,0.377181,2025-07-20T12:00:00
-0.747535,0.529759,-0.671906,-0.384606,2025-07-20T13:00:00
0.053801,-0.671281,-0.046097,-0.636915,2025-07-20T14:00:00
0.957009,-0.406977,-0.769027,-0.135929,2025-07-20T15:00:00
-0.023457,0.704409,-0.146093,0.128313,2025-07-20T16:00:00
-0.421778,-0.364357,-0.826874,-0.963932,2025-07-20T17:00:00
0.934521,0.669369,-0.54557,-0.922906,2025-07-20T18:00:00
0.265061,-0.668315,-0.119132,-0.164311,2025-07-20T19:00:00
0.902357,-0.201257,0.881699,0.664221,2025-07-20T20:00:00
-0.764,0.223962,0.939864,-0.663728,2025-07-20T21:00:00
-0.147211,-0.366078,0.350398,-0.644356,2025-07-20T22:00:00
0.797198,0.839366,0.651506,0.303981,2025-07-20T23:00:00
